instruction,domain,intent,sub_intent,tool,response_mode,entity_product,entity_merchant,entity_brand,entity_category,entity_price_min,entity_price_max,entity_location,entity_radius,requires_memory,requires_rag,requires_recommendation,planner_action,workflow_type,planner_actions,planner_action_count,tool_sequence
Find a nearby Netto and display its basic details.,MERCHANT,SEARCH,NEARBY,merchant_api,hybrid,,Netto,,,,,CURRENT_LOCATION,1500,false,false,false,SEARCH_NEARBY_MERCHANTS,sequential,SEARCH_NEARBY_MERCHANTS > SHOW_MERCHANT_DETAILS,2,merchant_api > merchant_api
"Locate the closest dm, then show the store profile.",MERCHANT,SEARCH,NEARBY,merchant_api,hybrid,,dm,,,,,CURRENT_LOCATION,1500,false,false,false,SEARCH_NEARBY_MERCHANTS,sequential,SEARCH_NEARBY_MERCHANTS > SHOW_MERCHANT_DETAILS,2,merchant_api > merchant_api
Find the nearest Aldi and show today's opening hours.,MERCHANT,SEARCH,NEARBY,merchant_api,hybrid,,Aldi,,,,,CURRENT_LOCATION,1500,false,false,false,SEARCH_NEARBY_MERCHANTS,sequential,SEARCH_NEARBY_MERCHANTS > SHOW_MERCHANT_OPENING_HOURS,2,merchant_api > merchant_api
"Locate a nearby EDEKA, then tell me when it closes.",MERCHANT,SEARCH,NEARBY,merchant_api,hybrid,,EDEKA,,,,,CURRENT_LOCATION,1500,false,false,false,SEARCH_NEARBY_MERCHANTS,sequential,SEARCH_NEARBY_MERCHANTS > SHOW_MERCHANT_OPENING_HOURS,2,merchant_api > merchant_api
Show me the closest Kaufland and check whether it is open now.,MERCHANT,SEARCH,NEARBY,merchant_api,hybrid,,Kaufland,,,,,CURRENT_LOCATION,1500,false,false,false,SEARCH_NEARBY_MERCHANTS,sequential,SEARCH_NEARBY_MERCHANTS > SHOW_MERCHANT_OPENING_HOURS,2,merchant_api > merchant_api
Find a Penny near me and display its business hours.,MERCHANT,SEARCH,NEARBY,merchant_api,hybrid,,Penny,,,,,CURRENT_LOCATION,1500,false,false,false,SEARCH_NEARBY_MERCHANTS,sequential,SEARCH_NEARBY_MERCHANTS > SHOW_MERCHANT_OPENING_HOURS,2,merchant_api > merchant_api
Which Netto is nearest? Show its opening times.,MERCHANT,SEARCH,NEARBY,merchant_api,hybrid,,Netto,,,,,CURRENT_LOCATION,1500,false,false,false,SEARCH_NEARBY_MERCHANTS,sequential,SEARCH_NEARBY_MERCHANTS > SHOW_MERCHANT_OPENING_HOURS,2,merchant_api > merchant_api
"Locate the closest dm, then tell me when it opens.",MERCHANT,SEARCH,NEARBY,merchant_api,hybrid,,dm,,,,,CURRENT_LOCATION,1500,false,false,false,SEARCH_NEARBY_MERCHANTS,sequential,SEARCH_NEARBY_MERCHANTS > SHOW_MERCHANT_OPENING_HOURS,2,merchant_api > merchant_api
Find a nearby Rossmann and show its weekend hours.,MERCHANT,SEARCH,NEARBY,merchant_api,hybrid,,Rossmann,,,,,CURRENT_LOCATION,1500,false,false,false,SEARCH_NEARBY_MERCHANTS,sequential,SEARCH_NEARBY_MERCHANTS > SHOW_MERCHANT_OPENING_HOURS,2,merchant_api > merchant_api
"Show the nearest Globus, then check today's closing time.",MERCHANT,SEARCH,NEARBY,merchant_api,hybrid,,Globus,,,,,CURRENT_LOCATION,1500,false,false,false,SEARCH_NEARBY_MERCHANTS,sequential,SEARCH_NEARBY_MERCHANTS > SHOW_MERCHANT_OPENING_HOURS,2,merchant_api > merchant_api
Find the nearest REWE and route me there.,MERCHANT,SEARCH,NEARBY,merchant_api,hybrid,,REWE,,,,,CURRENT_LOCATION,1500,false,false,false,SEARCH_NEARBY_MERCHANTS,sequential,SEARCH_NEARBY_MERCHANTS > ROUTE_TO_MERCHANT,2,merchant_api > maps_tool
"Locate the closest Lidl, then start navigation.",MERCHANT,SEARCH,NEARBY,merchant_api,hybrid,,Lidl,,,,,CURRENT_LOCATION,1500,false,false,false,SEARCH_NEARBY_MERCHANTS,sequential,SEARCH_NEARBY_MERCHANTS > ROUTE_TO_MERCHANT,2,merchant_api > maps_tool
Show me a nearby Aldi and take me to it.,MERCHANT,SEARCH,NEARBY,merchant_api,hybrid,,Aldi,,,,,CURRENT_LOCATION,1500,false,false,false,SEARCH_NEARBY_MERCHANTS,sequential,SEARCH_NEARBY_MERCHANTS > ROUTE_TO_MERCHANT,2,merchant_api > maps_tool
Find the closest EDEKA and plan the route.,MERCHANT,SEARCH,NEARBY,merchant_api,hybrid,,EDEKA,,,,,CURRENT_LOCATION,1500,false,false,false,SEARCH_NEARBY_MERCHANTS,sequential,SEARCH_NEARBY_MERCHANTS > ROUTE_TO_MERCHANT,2,merchant_api > maps_tool
"Search for a Kaufland near me, then guide me there.",MERCHANT,SEARCH,NEARBY,merchant_api,hybrid,,Kaufland,,,,,CURRENT_LOCATION,1500,false,false,false,SEARCH_NEARBY_MERCHANTS,sequential,SEARCH_NEARBY_MERCHANTS > ROUTE_TO_MERCHANT,2,merchant_api > maps_tool
Which Penny is nearest? Start the trip to that store.,MERCHANT,SEARCH,NEARBY,merchant_api,hybrid,,Penny,,,,,CURRENT_LOCATION,1500,false,false,false,SEARCH_NEARBY_MERCHANTS,sequential,SEARCH_NEARBY_MERCHANTS > ROUTE_TO_MERCHANT,2,merchant_api > maps_tool
Locate a nearby Netto and open navigation.,MERCHANT,SEARCH,NEARBY,merchant_api,hybrid,,Netto,,,,,CURRENT_LOCATION,1500,false,false,false,SEARCH_NEARBY_MERCHANTS,sequential,SEARCH_NEARBY_MERCHANTS > ROUTE_TO_MERCHANT,2,merchant_api > maps_tool
"Find the nearest dm, then create a route to it.",MERCHANT,SEARCH,NEARBY,merchant_api,hybrid,,dm,,,,,CURRENT_LOCATION,1500,false,false,false,SEARCH_NEARBY_MERCHANTS,sequential,SEARCH_NEARBY_MERCHANTS > ROUTE_TO_MERCHANT,2,merchant_api > maps_tool
"Find REWE, open its store details, and show the phone number.",MERCHANT,SEARCH,SEARCH,merchant_api,hybrid,,REWE,,,,,,,false,false,false,SEARCH_MERCHANT,sequential,SEARCH_MERCHANT > SHOW_MERCHANT_DETAILS > SHOW_MERCHANT_CONTACT,3,merchant_api > merchant_api > merchant_api
"Search for Lidl, display the store page, then give me the contact details.",MERCHANT,SEARCH,SEARCH,merchant_api,hybrid,,Lidl,,,,,,,false,false,false,SEARCH_MERCHANT,sequential,SEARCH_MERCHANT > SHOW_MERCHANT_DETAILS > SHOW_MERCHANT_CONTACT,3,merchant_api > merchant_api > merchant_api
"Show me Aldi, tell me about the store, and provide its phone number.",MERCHANT,SEARCH,SEARCH,merchant_api,hybrid,,Aldi,,,,,,,false,false,false,SEARCH_MERCHANT,sequential,SEARCH_MERCHANT > SHOW_MERCHANT_DETAILS > SHOW_MERCHANT_CONTACT,3,merchant_api > merchant_api > merchant_api
"Find EDEKA, open the merchant profile, then show how to contact it.",MERCHANT,SEARCH,SEARCH,merchant_api,hybrid,,EDEKA,,,,,,,false,false,false,SEARCH_MERCHANT,sequential,SEARCH_MERCHANT > SHOW_MERCHANT_DETAILS > SHOW_MERCHANT_CONTACT,3,merchant_api > merchant_api > merchant_api
"Search for Kaufland, display its details, and give me the email address.",MERCHANT,SEARCH,SEARCH,merchant_api,hybrid,,Kaufland,,,,,,,false,false,false,SEARCH_MERCHANT,sequential,SEARCH_MERCHANT > SHOW_MERCHANT_DETAILS > SHOW_MERCHANT_CONTACT,3,merchant_api > merchant_api > merchant_api
"Find Penny, show the store information, then display its contact data.",MERCHANT,SEARCH,SEARCH,merchant_api,hybrid,,Penny,,,,,,,false,false,false,SEARCH_MERCHANT,sequential,SEARCH_MERCHANT > SHOW_MERCHANT_DETAILS > SHOW_MERCHANT_CONTACT,3,merchant_api > merchant_api > merchant_api
"Show me Kaufland's store details, opening hours, and contact information.",MERCHANT,SHOW,DETAILS,merchant_api,hybrid,,Kaufland,,,,,,,false,false,false,SHOW_MERCHANT_DETAILS,sequential,SHOW_MERCHANT_DETAILS > SHOW_MERCHANT_OPENING_HOURS > SHOW_MERCHANT_CONTACT,3,merchant_api > merchant_api > merchant_api
"Open the Penny store page, then show its hours and phone number.",MERCHANT,SHOW,DETAILS,merchant_api,hybrid,,Penny,,,,,,,false,false,false,SHOW_MERCHANT_DETAILS,sequential,SHOW_MERCHANT_DETAILS > SHOW_MERCHANT_OPENING_HOURS > SHOW_MERCHANT_CONTACT,3,merchant_api > merchant_api > merchant_api
"Display details for Netto, check when it is open, and give me the contact data.",MERCHANT,SHOW,DETAILS,merchant_api,hybrid,,Netto,,,,,,,false,false,false,SHOW_MERCHANT_DETAILS,sequential,SHOW_MERCHANT_DETAILS > SHOW_MERCHANT_OPENING_HOURS > SHOW_MERCHANT_CONTACT,3,merchant_api > merchant_api > merchant_api
"Tell me about dm, then show today's hours and how to reach the store.",MERCHANT,SHOW,DETAILS,merchant_api,hybrid,,dm,,,,,,,false,false,false,SHOW_MERCHANT_DETAILS,sequential,SHOW_MERCHANT_DETAILS > SHOW_MERCHANT_OPENING_HOURS > SHOW_MERCHANT_CONTACT,3,merchant_api > merchant_api > merchant_api
"Open Rossmann's merchant profile, display its opening times, and show the email address.",MERCHANT,SHOW,DETAILS,merchant_api,hybrid,,Rossmann,,,,,,,false,false,false,SHOW_MERCHANT_DETAILS,sequential,SHOW_MERCHANT_DETAILS > SHOW_MERCHANT_OPENING_HOURS > SHOW_MERCHANT_CONTACT,3,merchant_api > merchant_api > merchant_api
"Show the details for Globus, then its business hours and telephone number.",MERCHANT,SHOW,DETAILS,merchant_api,hybrid,,Globus,,,,,,,false,false,false,SHOW_MERCHANT_DETAILS,sequential,SHOW_MERCHANT_DETAILS > SHOW_MERCHANT_OPENING_HOURS > SHOW_MERCHANT_CONTACT,3,merchant_api > merchant_api > merchant_api
Show REWE's opening hours and contact details.,MERCHANT,SHOW,OPENING_HOURS,merchant_api,hybrid,,REWE,,,,,,,false,false,false,SHOW_MERCHANT_OPENING_HOURS,parallel,SHOW_MERCHANT_OPENING_HOURS > SHOW_MERCHANT_CONTACT,2,merchant_api > merchant_api
Tell me when Lidl is open and give me its phone number.,MERCHANT,SHOW,OPENING_HOURS,merchant_api,hybrid,,Lidl,,,,,,,false,false,false,SHOW_MERCHANT_OPENING_HOURS,parallel,SHOW_MERCHANT_OPENING_HOURS > SHOW_MERCHANT_CONTACT,2,merchant_api > merchant_api
Display Aldi's business hours and email address.,MERCHANT,SHOW,OPENING_HOURS,merchant_api,hybrid,,Aldi,,,,,,,false,false,false,SHOW_MERCHANT_OPENING_HOURS,parallel,SHOW_MERCHANT_OPENING_HOURS > SHOW_MERCHANT_CONTACT,2,merchant_api > merchant_api
Check today's hours for EDEKA and show how to contact the store.,MERCHANT,SHOW,OPENING_HOURS,merchant_api,hybrid,,EDEKA,,,,,,,false,false,false,SHOW_MERCHANT_OPENING_HOURS,parallel,SHOW_MERCHANT_OPENING_HOURS > SHOW_MERCHANT_CONTACT,2,merchant_api > merchant_api
Show when Kaufland closes and provide the contact information.,MERCHANT,SHOW,OPENING_HOURS,merchant_api,hybrid,,Kaufland,,,,,,,false,false,false,SHOW_MERCHANT_OPENING_HOURS,parallel,SHOW_MERCHANT_OPENING_HOURS > SHOW_MERCHANT_CONTACT,2,merchant_api > merchant_api
Show me Penny's store details and open it on the map.,MERCHANT,SHOW,DETAILS,merchant_api,hybrid,,Penny,,,,,CURRENT_LOCATION,,false,false,false,SHOW_MERCHANT_DETAILS,sequential,SHOW_MERCHANT_DETAILS > OPEN_GOOGLE_MAPS,2,merchant_api > maps_tool
"Display information about Netto, then show its location.",MERCHANT,SHOW,DETAILS,merchant_api,hybrid,,Netto,,,,,CURRENT_LOCATION,,false,false,false,SHOW_MERCHANT_DETAILS,sequential,SHOW_MERCHANT_DETAILS > OPEN_GOOGLE_MAPS,2,merchant_api > maps_tool
Open the dm store profile and display the shop in maps.,MERCHANT,SHOW,DETAILS,merchant_api,hybrid,,dm,,,,,CURRENT_LOCATION,,false,false,false,SHOW_MERCHANT_DETAILS,sequential,SHOW_MERCHANT_DETAILS > OPEN_GOOGLE_MAPS,2,merchant_api > maps_tool
"Tell me about Rossmann, then open the store location on the map.",MERCHANT,SHOW,DETAILS,merchant_api,hybrid,,Rossmann,,,,,CURRENT_LOCATION,,false,false,false,SHOW_MERCHANT_DETAILS,sequential,SHOW_MERCHANT_DETAILS > OPEN_GOOGLE_MAPS,2,merchant_api > maps_tool
Show the details for Globus and display its map pin.,MERCHANT,SHOW,DETAILS,merchant_api,hybrid,,Globus,,,,,CURRENT_LOCATION,,false,false,false,SHOW_MERCHANT_DETAILS,sequential,SHOW_MERCHANT_DETAILS > OPEN_GOOGLE_MAPS,2,merchant_api > maps_tool
"Find Lidl, open its store details, and show it on the map.",MERCHANT,SEARCH,SEARCH,merchant_api,hybrid,,Lidl,,,,,CURRENT_LOCATION,,false,false,false,SEARCH_MERCHANT,sequential,SEARCH_MERCHANT > SHOW_MERCHANT_DETAILS > OPEN_GOOGLE_MAPS,3,merchant_api > merchant_api > maps_tool
"Search for Aldi, display the merchant page, then open the location.",MERCHANT,SEARCH,SEARCH,merchant_api,hybrid,,Aldi,,,,,CURRENT_LOCATION,,false,false,false,SEARCH_MERCHANT,sequential,SEARCH_MERCHANT > SHOW_MERCHANT_DETAILS > OPEN_GOOGLE_MAPS,3,merchant_api > merchant_api > maps_tool
"Show me EDEKA, tell me about the store, and display it in maps.",MERCHANT,SEARCH,SEARCH,merchant_api,hybrid,,EDEKA,,,,,CURRENT_LOCATION,,false,false,false,SEARCH_MERCHANT,sequential,SEARCH_MERCHANT > SHOW_MERCHANT_DETAILS > OPEN_GOOGLE_MAPS,3,merchant_api > merchant_api > maps_tool
"Find Kaufland, open its profile, then show me where it is.",MERCHANT,SEARCH,SEARCH,merchant_api,hybrid,,Kaufland,,,,,CURRENT_LOCATION,,false,false,false,SEARCH_MERCHANT,sequential,SEARCH_MERCHANT > SHOW_MERCHANT_DETAILS > OPEN_GOOGLE_MAPS,3,merchant_api > merchant_api > maps_tool
Navigate me to REWE and show today's opening hours.,NAVIGATION,ROUTE,ROUTE,maps_tool,navigation,,REWE,,,,,CURRENT_LOCATION,,false,false,false,ROUTE_TO_MERCHANT,sequential,ROUTE_TO_MERCHANT > SHOW_MERCHANT_OPENING_HOURS,2,maps_tool > merchant_api
"Start a route to Lidl, then tell me when it closes.",NAVIGATION,ROUTE,ROUTE,maps_tool,navigation,,Lidl,,,,,CURRENT_LOCATION,,false,false,false,ROUTE_TO_MERCHANT,sequential,ROUTE_TO_MERCHANT > SHOW_MERCHANT_OPENING_HOURS,2,maps_tool > merchant_api
Take me to Aldi and check whether the store is open.,NAVIGATION,ROUTE,ROUTE,maps_tool,navigation,,Aldi,,,,,CURRENT_LOCATION,,false,false,false,ROUTE_TO_MERCHANT,sequential,ROUTE_TO_MERCHANT > SHOW_MERCHANT_OPENING_HOURS,2,maps_tool > merchant_api
"Plan the trip to EDEKA, then display its business hours.",NAVIGATION,ROUTE,ROUTE,maps_tool,navigation,,EDEKA,,,,,CURRENT_LOCATION,,false,false,false,ROUTE_TO_MERCHANT,sequential,ROUTE_TO_MERCHANT > SHOW_MERCHANT_OPENING_HOURS,2,maps_tool > merchant_api
Route me to Kaufland and show the opening times.,NAVIGATION,ROUTE,ROUTE,maps_tool,navigation,,Kaufland,,,,,CURRENT_LOCATION,,false,false,false,ROUTE_TO_MERCHANT,sequential,ROUTE_TO_MERCHANT > SHOW_MERCHANT_OPENING_HOURS,2,maps_tool > merchant_api
"Start navigation to Penny, then tell me when it opens.",NAVIGATION,ROUTE,ROUTE,maps_tool,navigation,,Penny,,,,,CURRENT_LOCATION,,false,false,false,ROUTE_TO_MERCHANT,sequential,ROUTE_TO_MERCHANT > SHOW_MERCHANT_OPENING_HOURS,2,maps_tool > merchant_api
Guide me to Netto and display the weekend hours.,NAVIGATION,ROUTE,ROUTE,maps_tool,navigation,,Netto,,,,,CURRENT_LOCATION,,false,false,false,ROUTE_TO_MERCHANT,sequential,ROUTE_TO_MERCHANT > SHOW_MERCHANT_OPENING_HOURS,2,maps_tool > merchant_api
"Create a route to dm, then show today's closing time.",NAVIGATION,ROUTE,ROUTE,maps_tool,navigation,,dm,,,,,CURRENT_LOCATION,,false,false,false,ROUTE_TO_MERCHANT,sequential,ROUTE_TO_MERCHANT > SHOW_MERCHANT_OPENING_HOURS,2,maps_tool > merchant_api
Take me to Rossmann and check its opening hours.,NAVIGATION,ROUTE,ROUTE,maps_tool,navigation,,Rossmann,,,,,CURRENT_LOCATION,,false,false,false,ROUTE_TO_MERCHANT,sequential,ROUTE_TO_MERCHANT > SHOW_MERCHANT_OPENING_HOURS,2,maps_tool > merchant_api
"Navigate to Globus, then display when the store is open.",NAVIGATION,ROUTE,ROUTE,maps_tool,navigation,,Globus,,,,,CURRENT_LOCATION,,false,false,false,ROUTE_TO_MERCHANT,sequential,ROUTE_TO_MERCHANT > SHOW_MERCHANT_OPENING_HOURS,2,maps_tool > merchant_api
Give me directions to REWE and show the store details.,NAVIGATION,ROUTE,DIRECTIONS,maps_tool,navigation,,REWE,,,,,CURRENT_LOCATION,,false,false,false,GET_DIRECTIONS,sequential,GET_DIRECTIONS > SHOW_MERCHANT_DETAILS,2,maps_tool > merchant_api
"Tell me how to get to Lidl, then open its store page.",NAVIGATION,ROUTE,DIRECTIONS,maps_tool,navigation,,Lidl,,,,,CURRENT_LOCATION,,false,false,false,GET_DIRECTIONS,sequential,GET_DIRECTIONS > SHOW_MERCHANT_DETAILS,2,maps_tool > merchant_api
Show me the way to Aldi and tell me more about the store.,NAVIGATION,ROUTE,DIRECTIONS,maps_tool,navigation,,Aldi,,,,,CURRENT_LOCATION,,false,false,false,GET_DIRECTIONS,sequential,GET_DIRECTIONS > SHOW_MERCHANT_DETAILS,2,maps_tool > merchant_api
"Give me turn-by-turn directions to EDEKA, then display its profile.",NAVIGATION,ROUTE,DIRECTIONS,maps_tool,navigation,,EDEKA,,,,,CURRENT_LOCATION,,false,false,false,GET_DIRECTIONS,sequential,GET_DIRECTIONS > SHOW_MERCHANT_DETAILS,2,maps_tool > merchant_api
Explain how to reach Kaufland and show the merchant information.,NAVIGATION,ROUTE,DIRECTIONS,maps_tool,navigation,,Kaufland,,,,,CURRENT_LOCATION,,false,false,false,GET_DIRECTIONS,sequential,GET_DIRECTIONS > SHOW_MERCHANT_DETAILS,2,maps_tool > merchant_api
"Show driving directions to Penny, then open the store details.",NAVIGATION,ROUTE,DIRECTIONS,maps_tool,navigation,,Penny,,,,,CURRENT_LOCATION,,false,false,false,GET_DIRECTIONS,sequential,GET_DIRECTIONS > SHOW_MERCHANT_DETAILS,2,maps_tool > merchant_api
Give me walking directions to Netto and display its basic information.,NAVIGATION,ROUTE,DIRECTIONS,maps_tool,navigation,,Netto,,,,,CURRENT_LOCATION,,false,false,false,GET_DIRECTIONS,sequential,GET_DIRECTIONS > SHOW_MERCHANT_DETAILS,2,maps_tool > merchant_api
"Tell me the route to dm, then show the store page.",NAVIGATION,ROUTE,DIRECTIONS,maps_tool,navigation,,dm,,,,,CURRENT_LOCATION,,false,false,false,GET_DIRECTIONS,sequential,GET_DIRECTIONS > SHOW_MERCHANT_DETAILS,2,maps_tool > merchant_api
Open Lidl on the map and show its phone number.,NAVIGATION,ROUTE,OPEN_MAP,maps_tool,navigation,,Lidl,,,,,CURRENT_LOCATION,,false,false,false,OPEN_GOOGLE_MAPS,parallel,OPEN_GOOGLE_MAPS > SHOW_MERCHANT_CONTACT,2,maps_tool > merchant_api
Display Aldi's location and give me the contact details.,NAVIGATION,ROUTE,OPEN_MAP,maps_tool,navigation,,Aldi,,,,,CURRENT_LOCATION,,false,false,false,OPEN_GOOGLE_MAPS,parallel,OPEN_GOOGLE_MAPS > SHOW_MERCHANT_CONTACT,2,maps_tool > merchant_api
Show EDEKA in maps and provide the store's email address.,NAVIGATION,ROUTE,OPEN_MAP,maps_tool,navigation,,EDEKA,,,,,CURRENT_LOCATION,,false,false,false,OPEN_GOOGLE_MAPS,parallel,OPEN_GOOGLE_MAPS > SHOW_MERCHANT_CONTACT,2,maps_tool > merchant_api
Open the map for Kaufland and tell me how to contact it.,NAVIGATION,ROUTE,OPEN_MAP,maps_tool,navigation,,Kaufland,,,,,CURRENT_LOCATION,,false,false,false,OPEN_GOOGLE_MAPS,parallel,OPEN_GOOGLE_MAPS > SHOW_MERCHANT_CONTACT,2,maps_tool > merchant_api
Display Penny's map pin and show the telephone number.,NAVIGATION,ROUTE,OPEN_MAP,maps_tool,navigation,,Penny,,,,,CURRENT_LOCATION,,false,false,false,OPEN_GOOGLE_MAPS,parallel,OPEN_GOOGLE_MAPS > SHOW_MERCHANT_CONTACT,2,maps_tool > merchant_api
Show the Netto location and its contact information.,NAVIGATION,ROUTE,OPEN_MAP,maps_tool,navigation,,Netto,,,,,CURRENT_LOCATION,,false,false,false,OPEN_GOOGLE_MAPS,parallel,OPEN_GOOGLE_MAPS > SHOW_MERCHANT_CONTACT,2,maps_tool > merchant_api
Open dm in maps and give me the customer service number.,NAVIGATION,ROUTE,OPEN_MAP,maps_tool,navigation,,dm,,,,,CURRENT_LOCATION,,false,false,false,OPEN_GOOGLE_MAPS,parallel,OPEN_GOOGLE_MAPS > SHOW_MERCHANT_CONTACT,2,maps_tool > merchant_api
Take me to REWE and check whether oat milk is available there.,NAVIGATION,ROUTE,ROUTE,maps_tool,navigation,Oat Milk,REWE,,,,,CURRENT_LOCATION,,false,false,false,ROUTE_TO_MERCHANT,sequential,ROUTE_TO_MERCHANT > CHECK_PRODUCT_AVAILABILITY,2,maps_tool > merchant_search
"Navigate to Lidl, then see if frozen pizza is in stock.",NAVIGATION,ROUTE,ROUTE,maps_tool,navigation,Frozen Pizza,Lidl,,,,,CURRENT_LOCATION,,false,false,false,ROUTE_TO_MERCHANT,sequential,ROUTE_TO_MERCHANT > CHECK_PRODUCT_AVAILABILITY,2,maps_tool > merchant_search
Route me to Aldi and confirm that it has whole milk.,NAVIGATION,ROUTE,ROUTE,maps_tool,navigation,Whole Milk,Aldi,,,,,CURRENT_LOCATION,,false,false,false,ROUTE_TO_MERCHANT,sequential,ROUTE_TO_MERCHANT > CHECK_PRODUCT_AVAILABILITY,2,maps_tool > merchant_search
"Start navigation to EDEKA, then check availability for eggs.",NAVIGATION,ROUTE,ROUTE,maps_tool,navigation,Eggs,EDEKA,,,,,CURRENT_LOCATION,,false,false,false,ROUTE_TO_MERCHANT,sequential,ROUTE_TO_MERCHANT > CHECK_PRODUCT_AVAILABILITY,2,maps_tool > merchant_search
Guide me to Kaufland and see whether I can buy olive oil there.,NAVIGATION,ROUTE,ROUTE,maps_tool,navigation,Olive Oil,Kaufland,,,,,CURRENT_LOCATION,,false,false,false,ROUTE_TO_MERCHANT,sequential,ROUTE_TO_MERCHANT > CHECK_PRODUCT_AVAILABILITY,2,maps_tool > merchant_search
"Plan a route to Penny, then check stock for orange juice.",NAVIGATION,ROUTE,ROUTE,maps_tool,navigation,Orange Juice,Penny,,,,,CURRENT_LOCATION,,false,false,false,ROUTE_TO_MERCHANT,sequential,ROUTE_TO_MERCHANT > CHECK_PRODUCT_AVAILABILITY,2,maps_tool > merchant_search
Take me to Netto and verify that ground coffee is available.,NAVIGATION,ROUTE,ROUTE,maps_tool,navigation,Ground Coffee,Netto,,,,,CURRENT_LOCATION,,false,false,false,ROUTE_TO_MERCHANT,sequential,ROUTE_TO_MERCHANT > CHECK_PRODUCT_AVAILABILITY,2,maps_tool > merchant_search
"Navigate me to Globus, then check if the store has chicken breast.",NAVIGATION,ROUTE,ROUTE,maps_tool,navigation,Chicken Breast,Globus,,,,,CURRENT_LOCATION,,false,false,false,ROUTE_TO_MERCHANT,sequential,ROUTE_TO_MERCHANT > CHECK_PRODUCT_AVAILABILITY,2,maps_tool > merchant_search
"Give me directions to REWE, then show its opening hours and phone number.",NAVIGATION,ROUTE,DIRECTIONS,maps_tool,navigation,,REWE,,,,,CURRENT_LOCATION,,false,false,false,GET_DIRECTIONS,sequential,GET_DIRECTIONS > SHOW_MERCHANT_OPENING_HOURS > SHOW_MERCHANT_CONTACT,3,maps_tool > merchant_api > merchant_api
"Tell me how to get to Lidl, then display today's hours and contact details.",NAVIGATION,ROUTE,DIRECTIONS,maps_tool,navigation,,Lidl,,,,,CURRENT_LOCATION,,false,false,false,GET_DIRECTIONS,sequential,GET_DIRECTIONS > SHOW_MERCHANT_OPENING_HOURS > SHOW_MERCHANT_CONTACT,3,maps_tool > merchant_api > merchant_api
"Show me the way to Aldi, check when it closes, and give me the email address.",NAVIGATION,ROUTE,DIRECTIONS,maps_tool,navigation,,Aldi,,,,,CURRENT_LOCATION,,false,false,false,GET_DIRECTIONS,sequential,GET_DIRECTIONS > SHOW_MERCHANT_OPENING_HOURS > SHOW_MERCHANT_CONTACT,3,maps_tool > merchant_api > merchant_api
"Give me driving directions to EDEKA, then show its business hours and telephone number.",NAVIGATION,ROUTE,DIRECTIONS,maps_tool,navigation,,EDEKA,,,,,CURRENT_LOCATION,,false,false,false,GET_DIRECTIONS,sequential,GET_DIRECTIONS > SHOW_MERCHANT_OPENING_HOURS > SHOW_MERCHANT_CONTACT,3,maps_tool > merchant_api > merchant_api
"Explain how to reach Kaufland, then display the opening times and contact information.",NAVIGATION,ROUTE,DIRECTIONS,maps_tool,navigation,,Kaufland,,,,,CURRENT_LOCATION,,false,false,false,GET_DIRECTIONS,sequential,GET_DIRECTIONS > SHOW_MERCHANT_OPENING_HOURS > SHOW_MERCHANT_CONTACT,3,maps_tool > merchant_api > merchant_api
"Show walking directions to Penny, then tell me when it is open and how to contact it.",NAVIGATION,ROUTE,DIRECTIONS,maps_tool,navigation,,Penny,,,,,CURRENT_LOCATION,,false,false,false,GET_DIRECTIONS,sequential,GET_DIRECTIONS > SHOW_MERCHANT_OPENING_HOURS > SHOW_MERCHANT_CONTACT,3,maps_tool > merchant_api > merchant_api
"Open Kaufland on the map, then show the store details and opening hours.",NAVIGATION,ROUTE,OPEN_MAP,maps_tool,navigation,,Kaufland,,,,,CURRENT_LOCATION,,false,false,false,OPEN_GOOGLE_MAPS,sequential,OPEN_GOOGLE_MAPS > SHOW_MERCHANT_DETAILS > SHOW_MERCHANT_OPENING_HOURS,3,maps_tool > merchant_api > merchant_api
"Display Penny's location, open its merchant page, and show when it closes.",NAVIGATION,ROUTE,OPEN_MAP,maps_tool,navigation,,Penny,,,,,CURRENT_LOCATION,,false,false,false,OPEN_GOOGLE_MAPS,sequential,OPEN_GOOGLE_MAPS > SHOW_MERCHANT_DETAILS > SHOW_MERCHANT_OPENING_HOURS,3,maps_tool > merchant_api > merchant_api
"Show Netto in maps, then display the store information and today's hours.",NAVIGATION,ROUTE,OPEN_MAP,maps_tool,navigation,,Netto,,,,,CURRENT_LOCATION,,false,false,false,OPEN_GOOGLE_MAPS,sequential,OPEN_GOOGLE_MAPS > SHOW_MERCHANT_DETAILS > SHOW_MERCHANT_OPENING_HOURS,3,maps_tool > merchant_api > merchant_api
"Open the map for dm, tell me about the store, and show its business hours.",NAVIGATION,ROUTE,OPEN_MAP,maps_tool,navigation,,dm,,,,,CURRENT_LOCATION,,false,false,false,OPEN_GOOGLE_MAPS,sequential,OPEN_GOOGLE_MAPS > SHOW_MERCHANT_DETAILS > SHOW_MERCHANT_OPENING_HOURS,3,maps_tool > merchant_api > merchant_api
"Display Rossmann's map pin, then open its profile and check whether it is open.",NAVIGATION,ROUTE,OPEN_MAP,maps_tool,navigation,,Rossmann,,,,,CURRENT_LOCATION,,false,false,false,OPEN_GOOGLE_MAPS,sequential,OPEN_GOOGLE_MAPS > SHOW_MERCHANT_DETAILS > SHOW_MERCHANT_OPENING_HOURS,3,maps_tool > merchant_api > merchant_api
